x_distance,y_distance,spl
-5.000000000000000000e+01,-5.000000000000000000e+01,1.432558801283084620e+02
-4.900000000000000000e+01,-5.000000000000000000e+01,1.433105066547765318e+02
-4.800000000000000000e+01,-5.000000000000000000e+01,1.433647835989516466e+02
-4.700000000000000000e+01,-5.000000000000000000e+01,1.434186912490038139e+02
-4.600000000000000000e+01,-5.000000000000000000e+01,1.434722094614476475e+02
-4.500000000000000000e+01,-5.000000000000000000e+01,1.435253176631703411e+02
-4.400000000000000000e+01,-5.000000000000000000e+01,1.435779948541072031e+02
-4.300000000000000000e+01,-5.000000000000000000e+01,1.436302196106047404e+02
-4.200000000000000000e+01,-5.000000000000000000e+01,1.436819700895152891e+02
-4.100000000000000000e+01,-5.000000000000000000e+01,1.437332240330716218e+02
-4.000000000000000000e+01,-5.000000000000000000e+01,1.437839587745960728e+02
-3.900000000000000000e+01,-5.000000000000000000e+01,1.438341512451021913e+02
-3.800000000000000000e+01,-5.000000000000000000e+01,1.438837779808551147e+02
-3.700000000000000000e+01,-5.000000000000000000e+01,1.439328151319610072e+02
-3.600000000000000000e+01,-5.000000000000000000e+01,1.439812384720625573e+02
-3.500000000000000000e+01,-5.000000000000000000e+01,1.440290234092250046e+02
-3.400000000000000000e+01,-5.000000000000000000e+01,1.440761449981012561e+02
-3.300000000000000000e+01,-5.000000000000000000e+01,1.441225779534730975e+02
-3.200000000000000000e+01,-5.000000000000000000e+01,1.441682966652692812e+02
-3.100000000000000000e+01,-5.000000000000000000e+01,1.442132752151678403e+02
-3.000000000000000000e+01,-5.000000000000000000e+01,1.442574873948933316e+02
-2.900000000000000000e+01,-5.000000000000000000e+01,1.443009067263248255e+02
-2.800000000000000000e+01,-5.000000000000000000e+01,1.443435064835308594e+02
-2.700000000000000000e+01,-5.000000000000000000e+01,1.443852597168503564e+02
-2.600000000000000000e+01,-5.000000000000000000e+01,1.444261392791370611e+02
-2.500000000000000000e+01,-5.000000000000000000e+01,1.444661178542824302e+02
-2.400000000000000000e+01,-5.000000000000000000e+01,1.445051679881279654e+02
-2.300000000000000000e+01,-5.000000000000000000e+01,1.445432621218708675e+02
-2.200000000000000000e+01,-5.000000000000000000e+01,1.445803726280568071e+02
-2.100000000000000000e+01,-5.000000000000000000e+01,1.446164718492431973e+02
-2.000000000000000000e+01,-5.000000000000000000e+01,1.446515321393997624e+02
-1.900000000000000000e+01,-5.000000000000000000e+01,1.446855259080963947e+02
-1.800000000000000000e+01,-5.000000000000000000e+01,1.447184256675080007e+02
-1.700000000000000000e+01,-5.000000000000000000e+01,1.447502040822406570e+02
-1.600000000000000000e+01,-5.000000000000000000e+01,1.447808340219597198e+02
-1.500000000000000000e+01,-5.000000000000000000e+01,1.448102886167680197e+02
-1.400000000000000000e+01,-5.000000000000000000e+01,1.448385413152538774e+02
-1.300000000000000000e+01,-5.000000000000000000e+01,1.448655659450915323e+02
-1.200000000000000000e+01,-5.000000000000000000e+01,1.448913367760437723e+02
-1.100000000000000000e+01,-5.000000000000000000e+01,1.449158285851765697e+02
-1.000000000000000000e+01,-5.000000000000000000e+01,1.449390167240592859e+02
-9.000000000000000000e+00,-5.000000000000000000e+01,1.449608771876844457e+02
-8.000000000000000000e+00,-5.000000000000000000e+01,1.449813866848025441e+02
-7.000000000000000000e+00,-5.000000000000000000e+01,1.450005227093306530e+02
-6.000000000000000000e+00,-5.000000000000000000e+01,1.450182636124566784e+02
-5.000000000000000000e+00,-5.000000000000000000e+01,1.450345886750284023e+02
-4.000000000000000000e+00,-5.000000000000000000e+01,1.450494781797848134e+02
-3.000000000000000000e+00,-5.000000000000000000e+01,1.450629134829621307e+02
-2.000000000000000000e+00,-5.000000000000000000e+01,1.450748770847819458e+02
-1.000000000000000000e+00,-5.000000000000000000e+01,1.450853526983142672e+02
0.000000000000000000e+00,-5.000000000000000000e+01,1.450943253161946984e+02
1.000000000000000000e+00,-5.000000000000000000e+01,1.451017812746699747e+02
2.000000000000000000e+00,-5.000000000000000000e+01,1.451077083144474500e+02
3.000000000000000000e+00,-5.000000000000000000e+01,1.451120956378310893e+02
4.000000000000000000e+00,-5.000000000000000000e+01,1.451149339616417535e+02
5.000000000000000000e+00,-5.000000000000000000e+01,1.451162155654415358e+02
6.000000000000000000e+00,-5.000000000000000000e+01,1.451159343346091930e+02
7.000000000000000000e+00,-5.000000000000000000e+01,1.451140857978505778e+02
8.000000000000000000e+00,-5.000000000000000000e+01,1.451106671587679671e+02
9.000000000000000000e+00,-5.000000000000000000e+01,1.451056773211600444e+02
1.000000000000000000e+01,-5.000000000000000000e+01,1.450991169077755956e+02
1.100000000000000000e+01,-5.000000000000000000e+01,1.450909882723020701e+02
1.200000000000000000e+01,-5.000000000000000000e+01,1.450812955044268051e+02
1.300000000000000000e+01,-5.000000000000000000e+01,1.450700444278752173e+02
1.400000000000000000e+01,-5.000000000000000000e+01,1.450572425913898371e+02
1.500000000000000000e+01,-5.000000000000000000e+01,1.450428992526821332e+02
1.600000000000000000e+01,-5.000000000000000000e+01,1.450270253554501494e+02
1.700000000000000000e+01,-5.000000000000000000e+01,1.450096334996194400e+02
1.800000000000000000e+01,-5.000000000000000000e+01,1.449907379050229679e+02
1.900000000000000000e+01,-5.000000000000000000e+01,1.449703543687946592e+02
2.000000000000000000e+01,-5.000000000000000000e+01,1.449485002168009373e+02
2.100000000000000000e+01,-5.000000000000000000e+01,1.449251942494852869e+02
2.200000000000000000e+01,-5.000000000000000000e+01,1.449004566825407210e+02
2.300000000000000000e+01,-5.000000000000000000e+01,1.448743090828631068e+02
2.400000000000000000e+01,-5.000000000000000000e+01,1.448467743002675547e+02
2.500000000000000000e+01,-5.000000000000000000e+01,1.448178763954738599e+02
2.600000000000000000e+01,-5.000000000000000000e+01,1.447876405648842706e+02
2.700000000000000000e+01,-5.000000000000000000e+01,1.447560930626868867e+02
2.800000000000000000e+01,-5.000000000000000000e+01,1.447232611208224569e+02
2.900000000000000000e+01,-5.000000000000000000e+01,1.446891728673498960e+02
3.000000000000000000e+01,-5.000000000000000000e+01,1.446538572437379457e+02
3.100000000000000000e+01,-5.000000000000000000e+01,1.446173439215973815e+02
3.200000000000000000e+01,-5.000000000000000000e+01,1.445796632193491575e+02
3.300000000000000000e+01,-5.000000000000000000e+01,1.445408460193019380e+02
3.400000000000000000e+01,-5.000000000000000000e+01,1.445009236855860877e+02
3.500000000000000000e+01,-5.000000000000000000e+01,1.444599279833606147e+02
3.600000000000000000e+01,-5.000000000000000000e+01,1.444178909996790310e+02
3.700000000000000000e+01,-5.000000000000000000e+01,1.443748450663647702e+02
3.800000000000000000e+01,-5.000000000000000000e+01,1.443308226852112170e+02
3.900000000000000000e+01,-5.000000000000000000e+01,1.442858564557869840e+02
4.000000000000000000e+01,-5.000000000000000000e+01,1.442399790060879639e+02
4.100000000000000000e+01,-5.000000000000000000e+01,1.441932229262432941e+02
4.200000000000000000e+01,-5.000000000000000000e+01,1.441456207054466176e+02
4.300000000000000000e+01,-5.000000000000000000e+01,1.440972046722479547e+02
4.400000000000000000e+01,-5.000000000000000000e+01,1.440480069383104080e+02
4.500000000000000000e+01,-5.000000000000000000e+01,1.439980593457025009e+02
4.600000000000000000e+01,-5.000000000000000000e+01,1.439473934177685805e+02
4.700000000000000000e+01,-5.000000000000000000e+01,1.438960403135915271e+02
4.800000000000000000e+01,-5.000000000000000000e+01,1.438440307860366545e+02
4.900000000000000000e+01,-5.000000000000000000e+01,1.437913951433428110e+02
5.000000000000000000e+01,-5.000000000000000000e+01,1.437381632142056560e+02
-5.000000000000000000e+01,-4.900000000000000000e+01,1.433336073958293753e+02
-4.900000000000000000e+01,-4.900000000000000000e+01,1.433891852036372825e+02
-4.800000000000000000e+01,-4.900000000000000000e+01,1.434444185200038646e+02
-4.700000000000000000e+01,-4.900000000000000000e+01,1.434992872441898726e+02
-4.600000000000000000e+01,-4.900000000000000000e+01,1.435537708229544478e+02
-4.500000000000000000e+01,-4.900000000000000000e+01,1.436078482520618991e+02
-4.400000000000000000e+01,-4.900000000000000000e+01,1.436614980784256659e+02
-4.300000000000000000e+01,-4.900000000000000000e+01,1.437146984029295425e+02
-4.200000000000000000e+01,-4.900000000000000000e+01,1.437674268839702734e+02
-4.100000000000000000e+01,-4.900000000000000000e+01,1.438196607417709743e+02
-4.000000000000000000e+01,-4.900000000000000000e+01,1.438713767635210559e+02
-3.900000000000000000e+01,-4.900000000000000000e+01,1.439225513094030191e+02
-3.800000000000000000e+01,-4.900000000000000000e+01,1.439731603195749869e+02
-3.700000000000000000e+01,-4.900000000000000000e+01,1.440231793221829548e+02
-3.600000000000000000e+01,-4.900000000000000000e+01,1.440725834424855805e+02
-3.500000000000000000e+01,-4.900000000000000000e+01,1.441213474131802172e+02
-3.400000000000000000e+01,-4.900000000000000000e+01,1.441694455860277628e+02
-3.300000000000000000e+01,-4.900000000000000000e+01,1.442168519448808865e+02
-3.200000000000000000e+01,-4.900000000000000000e+01,1.442635401202258265e+02
-3.100000000000000000e+01,-4.900000000000000000e+01,1.443094834053574118e+02
-3.000000000000000000e+01,-4.900000000000000000e+01,1.443546547743104043e+02
-2.900000000000000000e+01,-4.900000000000000000e+01,1.443990269016760237e+02
-2.800000000000000000e+01,-4.900000000000000000e+01,1.444425721844369264e+02
-2.700000000000000000e+01,-4.900000000000000000e+01,1.444852627659550990e+02
-2.600000000000000000e+01,-4.900000000000000000e+01,1.445270705622486105e+02
-2.500000000000000000e+01,-4.900000000000000000e+01,1.445679672906912288e+02
-2.400000000000000000e+01,-4.900000000000000000e+01,1.446079245012653303e+02
-2.300000000000000000e+01,-4.900000000000000000e+01,1.446469136104917936e+02
-2.200000000000000000e+01,-4.900000000000000000e+01,1.446849059381524398e+02
-2.100000000000000000e+01,-4.900000000000000000e+01,1.447218727469071666e+02
-2.000000000000000000e+01,-4.900000000000000000e+01,1.447577852848936573e+02
-1.900000000000000000e+01,-4.900000000000000000e+01,1.447926148313785575e+02
-1.800000000000000000e+01,-4.900000000000000000e+01,1.448263327455065905e+02
-1.700000000000000000e+01,-4.900000000000000000e+01,1.448589105181695231e+02
-1.600000000000000000e+01,-4.900000000000000000e+01,1.448903198269870529e+02
-1.500000000000000000e+01,-4.900000000000000000e+01,1.449205325943608784e+02
-1.400000000000000000e+01,-4.900000000000000000e+01,1.449495210485272025e+02
-1.300000000000000000e+01,-4.900000000000000000e+01,1.449772577874954038e+02
-1.200000000000000000e+01,-4.900000000000000000e+01,1.450037158457217004e+02
-1.100000000000000000e+01,-4.900000000000000000e+01,1.450288687633226345e+02
-1.000000000000000000e+01,-4.900000000000000000e+01,1.450526906575924500e+02
-9.000000000000000000e+00,-4.900000000000000000e+01,1.450751562965425023e+02
-8.000000000000000000e+00,-4.900000000000000000e+01,1.450962411741390383e+02
-7.000000000000000000e+00,-4.900000000000000000e+01,1.451159215868706838e+02
-6.000000000000000000e+00,-4.900000000000000000e+01,1.451341747112373355e+02
-5.000000000000000000e+00,-4.900000000000000000e+01,1.451509786817125587e+02
-4.000000000000000000e+00,-4.900000000000000000e+01,1.451663126686954115e+02
-3.000000000000000000e+00,-4.900000000000000000e+01,1.451801569559373206e+02
-2.000000000000000000e+00,-4.900000000000000000e+01,1.451924930169016079e+02
-1.000000000000000000e+00,-4.900000000000000000e+01,1.452033035894935438e+02
0.000000000000000000e+00,-4.900000000000000000e+01,1.452125727485833409e+02
1.000000000000000000e+00,-4.900000000000000000e+01,1.452202859757376814e+02
2.000000000000000000e+00,-4.900000000000000000e+01,1.452264302255734947e+02
3.000000000000000000e+00,-4.900000000000000000e+01,1.452309939881577918e+02
4.000000000000000000e+00,-4.900000000000000000e+01,1.452339673468901253e+02
5.000000000000000000e+00,-4.900000000000000000e+01,1.452353420313293100e+02
6.000000000000000000e+00,-4.900000000000000000e+01,1.452351114644569918e+02
7.000000000000000000e+00,-4.900000000000000000e+01,1.452332708039092495e+02
8.000000000000000000e+00,-4.900000000000000000e+01,1.452298169767538809e+02
9.000000000000000000e+00,-4.900000000000000000e+01,1.452247487074434673e+02
1.000000000000000000e+01,-4.900000000000000000e+01,1.452180665386326268e+02
1.100000000000000000e+01,-4.900000000000000000e+01,1.452097728446113365e+02
1.200000000000000000e+01,-4.900000000000000000e+01,1.451998718371737027e+02
1.300000000000000000e+01,-4.900000000000000000e+01,1.451883695638113352e+02
1.400000000000000000e+01,-4.900000000000000000e+01,1.451752738981928701e+02
1.500000000000000000e+01,-4.900000000000000000e+01,1.451605945229632937e+02
1.600000000000000000e+01,-4.900000000000000000e+01,1.451443429049690508e+02
1.700000000000000000e+01,-4.900000000000000000e+01,1.451265322630849255e+02
1.800000000000000000e+01,-4.900000000000000000e+01,1.451071775288863250e+02
1.900000000000000000e+01,-4.900000000000000000e+01,1.450862953004733242e+02
2.000000000000000000e+01,-4.900000000000000000e+01,1.450639037898133950e+02
2.100000000000000000e+01,-4.900000000000000000e+01,1.450400227640205344e+02
2.200000000000000000e+01,-4.900000000000000000e+01,1.450146734810371640e+02
2.300000000000000000e+01,-4.900000000000000000e+01,1.449878786202252172e+02
2.400000000000000000e+01,-4.900000000000000000e+01,1.449596622084041826e+02
2.500000000000000000e+01,-4.900000000000000000e+01,1.449300495419009280e+02
2.600000000000000000e+01,-4.900000000000000000e+01,1.448990671051937511e+02
2.700000000000000000e+01,-4.900000000000000000e+01,1.448667424867422540e+02
2.800000000000000000e+01,-4.900000000000000000e+01,1.448331042926000407e+02
2.900000000000000000e+01,-4.900000000000000000e+01,1.447981820584008119e+02
3.000000000000000000e+01,-4.900000000000000000e+01,1.447620061603006434e+02
3.100000000000000000e+01,-4.900000000000000000e+01,1.447246077254401655e+02
3.200000000000000000e+01,-4.900000000000000000e+01,1.446860185424717429e+02
3.300000000000000000e+01,-4.900000000000000000e+01,1.446462709726664286e+02
3.400000000000000000e+01,-4.900000000000000000e+01,1.446053978620878411e+02
3.500000000000000000e+01,-4.900000000000000000e+01,1.445634324552841008e+02
3.600000000000000000e+01,-4.900000000000000000e+01,1.445204083109130693e+02
3.700000000000000000e+01,-4.900000000000000000e+01,1.444763592196763398e+02
3.800000000000000000e+01,-4.900000000000000000e+01,1.444313191248982662e+02
3.900000000000000000e+01,-4.900000000000000000e+01,1.443853220460446494e+02
4.000000000000000000e+01,-4.900000000000000000e+01,1.443384020054350287e+02
4.100000000000000000e+01,-4.900000000000000000e+01,1.442905929583618843e+02
4.200000000000000000e+01,-4.900000000000000000e+01,1.442419287267906327e+02
4.300000000000000000e+01,-4.900000000000000000e+01,1.441924429367758762e+02
4.400000000000000000e+01,-4.900000000000000000e+01,1.441421689596927820e+02
4.500000000000000000e+01,-4.900000000000000000e+01,1.440911398573479971e+02
4.600000000000000000e+01,-4.900000000000000000e+01,1.440393883310025842e+02
4.700000000000000000e+01,-4.900000000000000000e+01,1.439869466743086264e+02
4.800000000000000000e+01,-4.900000000000000000e+01,1.439338467301354569e+02
4.900000000000000000e+01,-4.900000000000000000e+01,1.438801198512348662e+02
5.000000000000000000e+01,-4.900000000000000000e+01,1.438257968646743450e+02
