x_distance,y_distance,spl
-5.000000000000000000e+01,-5.000000000000000000e+01,9.774190170809961842e+01
-4.900000000000000000e+01,-5.000000000000000000e+01,9.780286877650995336e+01
-4.800000000000000000e+01,-5.000000000000000000e+01,9.786379841516355782e+01
-4.700000000000000000e+01,-5.000000000000000000e+01,9.792469203920191489e+01
-4.600000000000000000e+01,-5.000000000000000000e+01,9.798555223093887889e+01
-4.500000000000000000e+01,-5.000000000000000000e+01,9.804638286650936152e+01
-4.400000000000000000e+01,-5.000000000000000000e+01,9.810718925298509419e+01
-4.300000000000000000e+01,-5.000000000000000000e+01,9.816797827683924993e+01
-4.200000000000000000e+01,-5.000000000000000000e+01,9.822875856474379930e+01
-4.100000000000000000e+01,-5.000000000000000000e+01,9.828954065780274618e+01
-4.000000000000000000e+01,-5.000000000000000000e+01,9.835033720046385497e+01
-3.900000000000000000e+01,-5.000000000000000000e+01,9.841116314551723576e+01
-3.800000000000000000e+01,-5.000000000000000000e+01,9.847203597678516473e+01
-3.700000000000000000e+01,-5.000000000000000000e+01,9.853297595134058895e+01
-3.600000000000000000e+01,-5.000000000000000000e+01,9.859400636336964396e+01
-3.500000000000000000e+01,-5.000000000000000000e+01,9.865515383212736822e+01
-3.400000000000000000e+01,-5.000000000000000000e+01,9.871644861683523686e+01
-3.300000000000000000e+01,-5.000000000000000000e+01,9.877792496185077198e+01
-3.200000000000000000e+01,-5.000000000000000000e+01,9.883962147602133541e+01
-3.100000000000000000e+01,-5.000000000000000000e+01,9.890158155083837244e+01
-3.000000000000000000e+01,-5.000000000000000000e+01,9.896385382286442223e+01
-2.900000000000000000e+01,-5.000000000000000000e+01,9.902649268694852935e+01
-2.800000000000000000e+01,-5.000000000000000000e+01,9.908955886802328905e+01
-2.700000000000000000e+01,-5.000000000000000000e+01,9.915312006084567997e+01
-2.600000000000000000e+01,-5.000000000000000000e+01,9.921725164898342086e+01
-2.500000000000000000e+01,-5.000000000000000000e+01,9.928203751675292210e+01
-2.400000000000000000e+01,-5.000000000000000000e+01,9.934757097081993038e+01
-2.300000000000000000e+01,-5.000000000000000000e+01,9.941395579194362142e+01
-2.200000000000000000e+01,-5.000000000000000000e+01,9.948130744211125887e+01
-2.100000000000000000e+01,-5.000000000000000000e+01,9.954975445836851122e+01
-2.000000000000000000e+01,-5.000000000000000000e+01,9.961944007240450105e+01
-1.900000000000000000e+01,-5.000000000000000000e+01,9.969052410493023331e+01
-1.800000000000000000e+01,-5.000000000000000000e+01,9.976318519681136365e+01
-1.700000000000000000e+01,-5.000000000000000000e+01,9.983762345573099140e+01
-1.600000000000000000e+01,-5.000000000000000000e+01,9.991406361914502554e+01
-1.500000000000000000e+01,-5.000000000000000000e+01,9.999275886314869410e+01
-1.400000000000000000e+01,-5.000000000000000000e+01,1.000739954248688122e+02
-1.300000000000000000e+01,-5.000000000000000000e+01,1.001580982561293354e+02
-1.200000000000000000e+01,-5.000000000000000000e+01,1.002454379923352832e+02
-1.100000000000000000e+01,-5.000000000000000000e+01,1.003364396078288792e+02
-1.000000000000000000e+01,-5.000000000000000000e+01,1.004315932436556409e+02
-9.000000000000000000e+00,-5.000000000000000000e+01,1.005314678430029289e+02
-8.000000000000000000e+00,-5.000000000000000000e+01,1.006367284208167376e+02
-7.000000000000000000e+00,-5.000000000000000000e+01,1.007481580316534320e+02
-6.000000000000000000e+00,-5.000000000000000000e+01,1.008666857780844737e+02
-5.000000000000000000e+00,-5.000000000000000000e+01,1.009934224889588137e+02
-4.000000000000000000e+00,-5.000000000000000000e+01,1.011297058977348797e+02
-3.000000000000000000e+00,-5.000000000000000000e+01,1.012771570290766334e+02
-2.000000000000000000e+00,-5.000000000000000000e+01,1.014377485086846207e+02
-1.000000000000000000e+00,-5.000000000000000000e+01,1.016138824313887881e+02
0.000000000000000000e+00,-5.000000000000000000e+01,1.018084676459177729e+02
1.000000000000000000e+00,-5.000000000000000000e+01,1.020249684236378585e+02
2.000000000000000000e+00,-5.000000000000000000e+01,1.022673577788565638e+02
3.000000000000000000e+00,-5.000000000000000000e+01,1.025398300107431879e+02
4.000000000000000000e+00,-5.000000000000000000e+01,1.028459809654476658e+02
5.000000000000000000e+00,-5.000000000000000000e+01,1.031869388510985175e+02
6.000000000000000000e+00,-5.000000000000000000e+01,1.035577340697906834e+02
7.000000000000000000e+00,-5.000000000000000000e+01,1.039415748629166245e+02
8.000000000000000000e+00,-5.000000000000000000e+01,1.043040116573183695e+02
9.000000000000000000e+00,-5.000000000000000000e+01,1.045942675338250325e+02
1.000000000000000000e+01,-5.000000000000000000e+01,1.047638613736283020e+02
1.100000000000000000e+01,-5.000000000000000000e+01,1.047981964980512828e+02
1.200000000000000000e+01,-5.000000000000000000e+01,1.047311978419411673e+02
1.300000000000000000e+01,-5.000000000000000000e+01,1.046237593041078071e+02
1.400000000000000000e+01,-5.000000000000000000e+01,1.045300816665832713e+02
1.500000000000000000e+01,-5.000000000000000000e+01,1.044816114026454699e+02
1.600000000000000000e+01,-5.000000000000000000e+01,1.044895310957885215e+02
1.700000000000000000e+01,-5.000000000000000000e+01,1.045532742369945254e+02
1.800000000000000000e+01,-5.000000000000000000e+01,1.046673997146288571e+02
1.900000000000000000e+01,-5.000000000000000000e+01,1.048253898407148910e+02
2.000000000000000000e+01,-5.000000000000000000e+01,1.050212683299804297e+02
2.100000000000000000e+01,-5.000000000000000000e+01,1.052500696435972571e+02
2.200000000000000000e+01,-5.000000000000000000e+01,1.055078039517303523e+02
2.300000000000000000e+01,-5.000000000000000000e+01,1.057912376169317525e+02
2.400000000000000000e+01,-5.000000000000000000e+01,1.060976246489973676e+02
2.500000000000000000e+01,-5.000000000000000000e+01,1.064244355793792352e+02
2.600000000000000000e+01,-5.000000000000000000e+01,1.067690917799092460e+02
2.700000000000000000e+01,-5.000000000000000000e+01,1.071286990417382867e+02
2.800000000000000000e+01,-5.000000000000000000e+01,1.074997717007203164e+02
2.900000000000000000e+01,-5.000000000000000000e+01,1.078779430733624025e+02
3.000000000000000000e+01,-5.000000000000000000e+01,1.082576689422799632e+02
3.100000000000000000e+01,-5.000000000000000000e+01,1.086319497324195851e+02
3.200000000000000000e+01,-5.000000000000000000e+01,1.089921250859963209e+02
3.300000000000000000e+01,-5.000000000000000000e+01,1.093278294681481100e+02
3.400000000000000000e+01,-5.000000000000000000e+01,1.096272282921410124e+02
3.500000000000000000e+01,-5.000000000000000000e+01,1.098776566715574461e+02
3.600000000000000000e+01,-5.000000000000000000e+01,1.100667230036269331e+02
3.700000000000000000e+01,-5.000000000000000000e+01,1.101837942915180122e+02
3.800000000000000000e+01,-5.000000000000000000e+01,1.102215775012391532e+02
