CMDLINE /usr/bin/python3 main.py
MEM 1.000000 1736312356.0370
MEM 32.589844 1736312356.1374
MEM 50.089844 1736312356.2378
MEM 93.089844 1736312356.3382
MEM 188.566406 1736312356.4387
MEM 225.941406 1736312356.5392
MEM 251.441406 1736312356.6395
MEM 292.566406 1736312356.7397
MEM 313.316406 1736312356.8401
MEM 323.828125 1736312356.9406
MEM 334.203125 1736312357.0409
MEM 339.828125 1736312357.1413
MEM 351.328125 1736312357.2416
MEM 360.578125 1736312357.3420
MEM 375.078125 1736312357.4423
MEM 389.328125 1736312357.5428
MEM 404.937500 1736312357.6430
MEM 412.437500 1736312357.7433
MEM 426.062500 1736312357.8436
MEM 442.191406 1736312357.9439
MEM 451.679688 1736312358.0441
MEM 456.179688 1736312358.1443
MEM 456.929688 1736312358.2446
MEM 463.558594 1736312358.3452
MEM 463.558594 1736312358.4457
MEM 463.558594 1736312358.5464
MEM 463.558594 1736312358.6469
MEM 463.558594 1736312358.7471
MEM 463.558594 1736312358.8474
MEM 463.558594 1736312358.9478
MEM 463.558594 1736312359.0480
MEM 463.558594 1736312359.1484
MEM 463.558594 1736312359.2486
MEM 463.558594 1736312359.3491
MEM 468.828125 1736312359.4493
MEM 477.203125 1736312359.5497
MEM 490.203125 1736312359.6502
MEM 498.328125 1736312359.7505
MEM 506.953125 1736312359.8509
MEM 517.328125 1736312359.9512
MEM 519.703125 1736312360.0515
MEM 522.703125 1736312360.1518
MEM 1209.828125 1736312360.2532
MEM 1713.703125 1736312360.3555
MEM 1982.203125 1736312360.4567
MEM 2403.371094 1736312360.5581
MEM 3398.621094 1736312360.6593
MEM 3716.789062 1736312360.7597
MEM 1241.125000 1736312360.8601
MEM 1182.343750 1736312360.9614
MEM 1713.718750 1736312361.0637
MEM 1993.093750 1736312361.1653
MEM 2422.238281 1736312361.2666
MEM 3406.613281 1736312361.3676
MEM 3830.054688 1736312361.4680
MEM 1372.523438 1736312361.5683
MEM 1151.335938 1736312361.6697
MEM 1713.585938 1736312361.7720
MEM 1957.585938 1736312361.8734
MEM 2393.675781 1736312361.9747
MEM 3368.425781 1736312362.0757
MEM 3981.660156 1736312362.1761
MEM 1996.855469 1736312362.2764
MEM 919.621094 1736312362.3768
MEM 524.785156 1736312362.4770
MEM 524.785156 1736312362.5773
MEM 553.390625 1736312362.6776
MEM 572.015625 1736312362.7779
MEM 574.265625 1736312362.8783
MEM 578.015625 1736312362.9786
MEM 593.140625 1736312363.0790
MEM 578.511719 1736312363.1793
MEM 578.511719 1736312363.2796
MEM 583.011719 1736312363.3800
MEM 1200.136719 1736312363.4813
MEM 1774.636719 1736312363.5826
MEM 1959.886719 1736312363.6838
MEM 2373.675781 1736312363.7853
MEM 3342.800781 1736312363.8865
MEM 3932.382812 1736312363.9869
MEM 1380.953125 1736312364.0874
MEM 1237.531250 1736312364.1887
MEM 1777.656250 1736312364.2911
MEM 2039.406250 1736312364.3924
MEM 2460.316406 1736312364.4937
MEM 3456.316406 1736312364.5946
MEM 3686.796875 1736312364.6951
MEM 1191.382812 1736312364.7955
MEM 1329.500000 1736312364.8969
MEM 1777.625000 1736312364.9991
MEM 2119.750000 1736312365.1005
MEM 2385.187500 1736312365.2024
MEM 2999.312500 1736312365.3041
MEM 3676.062500 1736312365.4059
MEM 4154.937500 1736312365.5073
MEM 2263.800781 1736312365.6078
MEM 983.957031 1736312365.7083
MEM 983.957031 1736312365.8086
MEM 612.621094 1736312365.9090
MEM 628.996094 1736312366.0095
MEM 629.871094 1736312366.1098
MEM 633.121094 1736312366.2102
MEM 648.121094 1736312366.3106
MEM 648.121094 1736312366.4109
MEM 648.121094 1736312366.5113
