CMDLINE /usr/bin/python3 main.py
MEM 0.750000 1736311871.8032
MEM 32.621094 1736311871.9035
MEM 82.367188 1736311872.0039
MEM 223.867188 1736311872.1042
MEM 256.992188 1736311872.2045
MEM 308.742188 1736311872.3048
MEM 325.250000 1736311872.4051
MEM 338.250000 1736311872.5054
MEM 349.000000 1736311872.6058
MEM 361.375000 1736311872.7061
MEM 388.875000 1736311872.8064
MEM 408.250000 1736311872.9068
MEM 427.500000 1736311873.0071
MEM 450.320312 1736311873.1074
MEM 455.445312 1736311873.2077
MEM 458.570312 1736311873.3080
MEM 465.207031 1736311873.4083
MEM 465.207031 1736311873.5090
MEM 465.207031 1736311873.6096
MEM 465.207031 1736311873.7102
MEM 465.207031 1736311873.8104
MEM 465.207031 1736311873.9106
MEM 465.207031 1736311874.0109
MEM 465.207031 1736311874.1111
MEM 465.207031 1736311874.2114
MEM 465.207031 1736311874.3117
MEM 465.207031 1736311874.4119
MEM 467.582031 1736311874.5122
MEM 478.664062 1736311874.6125
MEM 497.039062 1736311874.7128
MEM 504.414062 1736311874.8131
MEM 518.914062 1736311874.9134
MEM 521.289062 1736311875.0137
MEM 523.414062 1736311875.1141
MEM 921.164062 1736311875.2163
MEM 1147.414062 1736311875.3178
MEM 1525.246094 1736311875.4192
MEM 1242.542969 1736311875.5196
MEM 1733.472656 1736311875.6210
MEM 1156.316406 1736311875.7214
MEM 921.355469 1736311875.8217
MEM 923.230469 1736311875.9219
MEM 950.843750 1736311876.0222
MEM 954.093750 1736311876.1225
MEM 971.718750 1736311876.2227
MEM 976.093750 1736311876.3231
MEM 991.093750 1736311876.4234
MEM 976.507812 1736311876.5237
MEM 976.507812 1736311876.6243
MEM 978.882812 1736311876.7246
MEM 1380.382812 1736311876.8270
MEM 1477.882812 1736311876.9287
MEM 1871.812500 1736311877.0301
MEM 1681.757812 1736311877.1314
MEM 2122.039062 1736311877.2324
MEM 1796.019531 1736311877.3327
MEM 984.839844 1736311877.4331
MEM 1010.464844 1736311877.5335
MEM 1010.589844 1736311877.6337
MEM 1027.464844 1736311877.7340
MEM 1030.839844 1736311877.8343
